date,risk_free_rate,ig_inception_acc,ig_inception_eur_acc,ig_inception_usd_acc,ig_inception_subordinated_acc,ig_ytd_acc,ig_ytd_eur_acc,ig_ytd_usd_acc,ig_ytd_subordinated_acc,xover_ytd_acc,bm_ig_inception_acc,bm_ig_ytd_acc,bm_xover_inception_acc,ig_inception_daily_returns,ig_inception_eur_daily_returns,ig_inception_usd_daily_returns,ig_inception_subordinated_daily_returns,ig_ytd_daily_returns,ig_ytd_eur_daily_returns,ig_ytd_usd_daily_returns,ig_ytd_subordinated_daily_returns,xover_ytd_daily_returns,bm_ig_inception_daily_returns,bm_ig_ytd_daily_returns,bm_xover_inception_daily_returns,ig_inception_excess_returns,ig_inception_eur_excess_returns,ig_inception_usd_excess_returns,ig_inception_subordinated_excess_returns,ig_ytd_excess_returns,ig_ytd_eur_excess_returns,ig_ytd_usd_excess_returns,ig_ytd_subordinated_excess_returns,xover_ytd_eur_excess_returns,ig_inception_rf_returns,ig_inception_eur_rf_returns,ig_inception_usd_rf_returns,ig_inception_subordinated_rf_returns,ig_ytd_rf_returns,ig_ytd_eur_rf_returns,ig_ytd_usd_rf_returns,ig_ytd_subordinated_rf_returns,xover_ytd_eur_rf_returns,bm_ig_inception_rf_returns,bm_ig_ytd_rf_returns,bm_xover_inception_rf_returns,ig_inception_downsidedev,ig_inception_eur_downsidedev,ig_inception_usd_downsidedev,ig_inception_subordinated_downsidedev,ig_ytd_downsidedev,ig_ytd_eur_downsidedev,ig_ytd_usd_downsidedev,ig_ytd_subordinated_downsidedev,xover_ytd_eur_downsidedev,bm_ig_inception_downsidedev,bm_ig_ytd_downsidedev,bm_xover_inception_downsidedev,ig_inception_excess_returns_acc,ig_inception_eur_excess_returns_acc,ig_inception_usd_excess_returns_acc,ig_inception_subordinated_excess_returns_acc,ig_ytd_excess_returns_acc,ig_ytd_eur_excess_returns_acc,ig_ytd_usd_excess_returns_acc,ig_ytd_subordinated_excess_returns_acc,xover_ytd_eur_excess_returns_acc,ig_inception_sum_mv,ig_inception_eur_mv,ig_inception_usd_mv,ig_inception_subordinated_mv,xover_ytd_mv,ig_inception_absolute_returns,ig_inception_eur_absolute_returns,ig_inception_usd_absolute_returns,ig_inception_subordinated_absolute_returns,xover_ytd_absolute_returns,date_monthly_te,monthly_rolling_te,date_quarterly_te,quarterly_rolling_te,date_6m_te,6m_rolling_te
9/10/2019,-0.00314843%,5.42%,4.01%,3.09%,4.69%,,,,,,6.11%,,,-0.38%,-0.36%,-0.62%,-0.32%,,,,,,-0.13%,,,-0.26%,-0.23%,-0.50%,-0.20%,,,,,,-0.38%,-0.35%,-0.62%,-0.32%,,,,,,-0.13%,,,-0.38%,-0.36%,-0.62%,-0.32%,,,,,,-0.13%,,,-0.69%,-2.11%,-3.02%,-1.42%,,,,,," 8,242,261,373 "," 3,987,609,659 "," 1,093,785,157 "," 3,160,866,556 ",  ," 339,966,401 "," 116,426,661 "," 19,546,018 "," 203,993,722 ",  ,9/10/2019,0.429%,9/10/2019,0.837%,9/10/2019,1.063%
9/11/2019,-0.00297952%,5.26%,3.89%,2.52%,4.61%,,,,,,6.06%,,,-0.16%,-0.11%,-0.57%,-0.08%,,,,,,-0.05%,,,-0.12%,-0.07%,-0.53%,-0.03%,,,,,,-0.16%,-0.11%,-0.57%,-0.07%,,,,,,-0.04%,,,-0.16%,-0.11%,-0.57%,-0.08%,,,,,,-0.05%,,,-0.80%,-2.17%,-3.55%,-1.45%,,,,,," 8,236,099,956 "," 3,983,617,192 "," 1,091,655,155 "," 3,160,827,609 ",  ," 333,804,984 "," 112,434,193 "," 17,416,015 "," 203,954,776 ",  ,9/11/2019,0.515%,9/11/2019,0.842%,9/11/2019,1.067%
9/12/2019,-0.00286663%,5.35%,3.88%,1.85%,5.08%,,,,,,6.11%,,,0.08%,-0.01%,-0.67%,0.47%,,,,,,0.05%,,,0.04%,-0.06%,-0.71%,0.42%,,,,,,0.09%,-0.01%,-0.66%,0.47%,,,,,,0.05%,,,,-0.01%,-0.67%,,,,,,,,,,-0.76%,-2.23%,-4.26%,-1.03%,,,,,," 8,249,473,134 "," 3,984,216,396 "," 1,087,829,997 "," 3,177,426,741 ",  ," 347,178,162 "," 113,033,397 "," 13,590,858 "," 220,553,907 ",  ,9/12/2019,0.516%,9/12/2019,0.843%,9/12/2019,1.064%
9/13/2019,-0.00291009%,5.18%,3.42%,1.56%,5.33%,,,,,,5.92%,,,-0.17%,-0.46%,-0.29%,0.25%,,,,,,-0.19%,,,0.02%,-0.27%,-0.10%,0.44%,,,,,,-0.17%,-0.45%,-0.29%,0.25%,,,,,,-0.19%,,,-0.17%,-0.46%,-0.29%,,,,,,,-0.19%,,,-0.74%,-2.50%,-4.36%,-0.60%,,,,,," 8,221,807,421 "," 3,969,442,484 "," 1,072,285,667 "," 3,180,079,271 ",  ," 319,512,448 "," 98,259,485 "," (1,953,473)"," 223,206,437 ",  ,9/13/2019,0.510%,9/13/2019,0.830%,9/13/2019,1.058%
9/16/2019,-0.00266798%,5.20%,3.61%,1.38%,5.21%,,,,,,6.08%,,,0.02%,0.18%,-0.18%,-0.11%,,,,,,0.16%,,,-0.14%,0.02%,-0.34%,-0.28%,,,,,,0.02%,0.18%,-0.18%,-0.11%,,,,,,0.16%,,,,,-0.18%,-0.11%,,,,,,,,,-0.89%,-2.48%,-4.70%,-0.87%,,,,,," 8,189,054,358 "," 3,975,985,987 "," 1,077,281,308 "," 3,135,787,064 ",  ," 330,998,040 "," 104,802,988 "," 3,042,169 "," 223,152,883 ",  ,9/16/2019,0.501%,9/16/2019,0.835%,9/16/2019,1.065%
9/17/2019,-0.00244233%,5.12%,3.58%,1.46%,5.01%,,,,,,5.95%,,,-0.08%,-0.03%,0.08%,-0.20%,,,,,,-0.13%,,,0.05%,0.10%,0.21%,-0.07%,,,,,,-0.08%,-0.03%,0.08%,-0.20%,,,,,,-0.13%,,,-0.08%,-0.03%,,-0.20%,,,,,,-0.13%,,,-0.84%,-2.38%,-4.49%,-0.94%,,,,,," 8,226,221,048 "," 4,017,088,286 "," 1,078,871,570 "," 3,130,261,193 ",  ," 326,025,602 "," 103,766,160 "," 4,632,430 "," 217,627,012 ",  ,9/17/2019,0.523%,9/17/2019,0.834%,9/17/2019,1.066%
9/18/2019,-0.00255429%,5.11%,3.65%,1.75%,4.78%,,,,,,5.99%,,,-0.01%,0.08%,0.29%,-0.23%,,,,,,0.03%,,,-0.04%,0.04%,0.26%,-0.27%,,,,,,-0.01%,0.08%,0.29%,-0.23%,,,,,,0.04%,,,-0.01%,,,-0.23%,,,,,,,,,-0.88%,-2.34%,-4.24%,-1.21%,,,,,," 8,284,252,112 "," 4,017,745,127 "," 1,144,562,210 "," 3,121,944,774 ",  ," 320,943,625 "," 106,804,974 "," 4,828,057 "," 209,310,594 ",  ,9/18/2019,0.485%,9/18/2019,0.833%,9/18/2019,1.052%
9/19/2019,-0.00251704%,5.09%,3.63%,1.86%,4.73%,,,,,,5.89%,,,-0.01%,-0.03%,0.11%,-0.04%,,,,,,-0.10%,,,0.08%,0.07%,0.21%,0.05%,,,,,,-0.01%,-0.02%,0.11%,-0.04%,,,,,,-0.09%,,,-0.01%,-0.03%,,-0.04%,,,,,,-0.10%,,,-0.80%,-2.27%,-4.03%,-1.16%,,,,,," 8,280,391,138 "," 4,016,644,518 "," 1,144,052,959 "," 3,119,693,661 ",  ," 317,082,652 "," 105,704,365 "," 4,318,806 "," 207,059,481 ",  ,9/19/2019,0.384%,9/19/2019,0.826%,9/19/2019,1.038%
9/20/2019,-0.00262302%,5.22%,3.67%,2.20%,4.88%,,,,,,5.94%,,,0.12%,0.05%,0.34%,0.14%,,,,,,0.04%,,,0.08%,0.00%,0.30%,0.10%,,,,,,0.13%,0.05%,0.34%,0.14%,,,,,,0.05%,,,,,,,,,,,,,,,-0.72%,-2.26%,-3.73%,-1.06%,,,,,," 8,317,129,624 "," 4,136,266,711 "," 1,151,501,225 "," 3,029,361,688 ",  ," 331,947,979 "," 107,251,953 "," 11,767,072 "," 212,928,954 ",  ,9/20/2019,0.393%,9/20/2019,0.830%,9/20/2019,1.038%
9/23/2019,-0.00259584%,5.52%,4.20%,2.52%,4.84%,,,,,,6.18%,,,0.30%,0.53%,0.32%,-0.03%,,,,,,0.25%,,,0.05%,0.28%,0.07%,-0.28%,,,,,,0.31%,0.53%,0.33%,-0.03%,,,,,,0.25%,,,,,,-0.03%,,,,,,,,,-0.67%,-1.98%,-3.66%,-1.34%,,,,,," 8,344,735,569 "," 4,157,333,570 "," 1,160,193,100 "," 3,027,208,899 ",  ," 363,109,006 "," 128,318,812 "," 20,458,946 "," 214,331,248 ",  ,9/23/2019,0.402%,9/23/2019,0.829%,9/23/2019,1.039%
9/24/2019,-0.00262828%,5.66%,4.34%,2.96%,4.88%,,,,,,6.20%,,,0.14%,0.14%,0.43%,0.04%,,,,,,0.01%,,,0.13%,0.13%,0.42%,0.03%,,,,,,0.15%,0.14%,0.44%,0.04%,,,,,,0.01%,,,,,,,,,,,,,,,-0.53%,-1.86%,-3.24%,-1.31%,,,,,," 8,350,927,896 "," 4,162,522,363 "," 1,161,137,601 "," 3,027,267,932 ",  ," 371,340,614 "," 133,507,605 "," 23,442,727 "," 214,390,281 ",  ,9/24/2019,0.401%,9/24/2019,0.829%,9/24/2019,1.044%
9/25/2019,-0.00282637%,5.44%,4.13%,2.71%,4.66%,,,,,,6.06%,,,-0.22%,-0.21%,-0.24%,-0.22%,,,,,,-0.13%,,,-0.09%,-0.08%,-0.11%,-0.09%,,,,,,-0.22%,-0.21%,-0.24%,-0.22%,,,,,,-0.13%,,,-0.22%,-0.21%,-0.24%,-0.22%,,,,,,-0.13%,,,-0.62%,-1.94%,-3.35%,-1.40%,,,,,," 8,335,359,611 "," 4,153,325,907 "," 1,160,506,547 "," 3,021,527,157 ",  ," 355,772,329 "," 124,311,149 "," 22,811,673 "," 208,649,507 ",  ,9/25/2019,0.420%,9/25/2019,0.833%,9/25/2019,1.042%
9/26/2019,-0.00288630%,5.53%,4.23%,2.89%,4.70%,,,,,,6.12%,,,0.09%,0.10%,0.18%,0.03%,,,,,,0.05%,,,0.03%,0.05%,0.12%,-0.02%,,,,,,0.09%,0.10%,0.18%,0.04%,,,,,,0.06%,,,,,,,,,,,,,,,-0.59%,-1.89%,-3.23%,-1.42%,,,,,," 8,346,598,220 "," 4,156,960,406 "," 1,167,299,036 "," 3,022,338,778 ",  ," 369,263,007 "," 127,945,648 "," 29,604,162 "," 211,713,196 ",  ,9/26/2019,0.422%,9/26/2019,0.831%,9/26/2019,1.028%
9/27/2019,-0.00279072%,5.56%,4.22%,2.92%,4.78%,,,,,,6.15%,,,0.03%,-0.01%,0.03%,0.09%,,,,,,0.03%,,,0.00%,-0.04%,0.00%,0.06%,,,,,,0.03%,-0.01%,0.04%,0.09%,,,,,,0.03%,,,,-0.01%,,,,,,,,,,,-0.59%,-1.93%,-3.22%,-1.37%,,,,,," 8,351,110,012 "," 4,157,785,378 "," 1,167,765,232 "," 3,025,559,403 ",  ," 373,774,799 "," 128,770,620 "," 30,070,358 "," 214,933,821 ",  ,9/27/2019,0.424%,9/27/2019,0.827%,9/27/2019,1.028%
9/30/2019,-0.00283136%,5.65%,4.29%,3.18%,4.84%,,,,,,6.23%,,,0.09%,0.07%,0.25%,0.06%,,,,,,0.08%,,,0.01%,-0.01%,0.17%,-0.02%,,,,,,0.10%,0.07%,0.25%,0.06%,,,,,,0.08%,,,,,,,,,,,,,,,-0.57%,-1.94%,-3.05%,-1.39%,,,,,," 8,362,898,390 "," 4,160,645,086 "," 1,173,538,026 "," 3,028,715,278 ",  ," 385,563,177 "," 131,630,328 "," 35,843,152 "," 218,089,697 ",  ,9/30/2019,0.424%,9/30/2019,0.808%,9/30/2019,1.028%
10/1/2019,-0.00282684%,5.68%,4.29%,3.28%,4.85%,,,,,,6.28%,,,0.02%,0.00%,0.10%,0.01%,,,,,,0.06%,,,-0.04%,-0.05%,0.05%,-0.04%,,,,,,0.02%,0.01%,0.11%,0.01%,,,,,,0.06%,,,,0.00%,,,,,,,,,,,-0.61%,-1.99%,-3.00%,-1.43%,,,,,," 8,359,458,368 "," 4,160,270,995 "," 1,175,606,165 "," 3,023,581,207 ",  ," 387,722,879 "," 131,256,237 "," 37,911,292 "," 218,555,350 ",  ,10/1/2019,0.419%,10/1/2019,0.805%,10/1/2019,1.029%
10/2/2019,-0.00283218%,5.62%,4.20%,3.34%,4.80%,,,,,,6.14%,,,-0.06%,-0.09%,0.06%,-0.06%,,,,,,-0.14%,,,0.09%,0.05%,0.20%,0.09%,,,,,,-0.05%,-0.09%,0.06%,-0.05%,,,,,,-0.14%,,,-0.06%,-0.09%,,-0.06%,,,,,,-0.14%,,,-0.52%,-1.94%,-2.80%,-1.34%,,,,,," 8,351,311,491 "," 4,157,297,961 "," 1,173,172,415 "," 3,020,841,116 ",  ," 379,576,003 "," 128,283,203 "," 35,477,541 "," 215,815,259 ",  ,10/2/2019,0.420%,10/2/2019,0.803%,10/2/2019,1.032%
10/3/2019,-0.00281975%,5.70%,4.45%,3.54%,4.60%,,,,,,6.23%,,,0.08%,0.25%,0.20%,-0.20%,,,,,,0.09%,,,-0.01%,0.16%,0.11%,-0.29%,,,,,,0.09%,0.25%,0.20%,-0.20%,,,,,,0.10%,,,,,,-0.20%,,,,,,,,,-0.53%,-1.78%,-2.70%,-1.64%,,,,,," 8,352,702,804 "," 4,166,953,258 "," 1,172,397,108 "," 3,013,352,437 ",  ," 380,967,315 "," 137,938,500 "," 34,702,234 "," 208,326,581 ",  ,10/3/2019,0.422%,10/3/2019,0.789%,10/3/2019,1.029%
10/4/2019,-0.00275639%,5.73%,4.43%,3.79%,4.63%,,,,,,6.25%,,,0.03%,-0.03%,0.25%,0.03%,,,,,,0.02%,,,0.01%,-0.05%,0.23%,0.01%,,,,,,0.04%,-0.03%,0.25%,0.04%,,,,,,0.02%,,,,-0.03%,,,,,,,,,,,-0.52%,-1.83%,-2.47%,-1.62%,,,,,," 8,349,038,897 "," 4,166,226,801 "," 1,172,550,021 "," 3,010,262,074 ",  ," 380,290,008 "," 137,212,043 "," 34,855,147 "," 208,222,818 ",  ,10/4/2019,0.418%,10/4/2019,0.789%,10/4/2019,1.021%
10/7/2019,-0.00290191%,5.68%,4.28%,3.88%,4.64%,,,,,,6.21%,,,-0.06%,-0.15%,0.10%,0.01%,,,,,,-0.04%,,,-0.02%,-0.11%,0.14%,0.05%,,,,,,-0.05%,-0.15%,0.10%,0.01%,,,,,,-0.04%,,,-0.06%,-0.15%,,0.01%,,,,,,-0.04%,,,-0.53%,-1.93%,-2.33%,-1.57%,,,,,," 8,340,146,202 "," 4,161,096,497 "," 1,173,272,117 "," 3,005,777,589 ",  ," 376,427,770 "," 132,081,738 "," 35,577,243 "," 208,768,788 ",  ,10/7/2019,0.402%,10/7/2019,0.776%,10/7/2019,1.008%
10/8/2019,-0.00290037%,5.74%,4.42%,3.94%,4.58%,,,,,,6.31%,,,0.06%,0.15%,0.06%,-0.06%,,,,,,0.10%,,,-0.04%,0.05%,-0.04%,-0.15%,,,,,,0.06%,0.15%,0.06%,-0.05%,,,,,,0.10%,,,,,,-0.06%,,,,,,,,,-0.57%,-1.89%,-2.37%,-1.73%,,,,,," 8,346,389,397 "," 4,167,467,967 "," 1,174,271,520 "," 3,004,649,910 ",  ," 382,670,965 "," 138,453,209 "," 36,576,646 "," 207,641,109 ",  ,10/8/2019,0.397%,10/8/2019,0.777%,10/8/2019,1.008%
10/9/2019,-0.00284741%,5.51%,4.06%,3.81%,4.51%,,,,,,6.12%,,,-0.23%,-0.37%,-0.13%,-0.07%,,,,,,-0.19%,,,-0.04%,-0.18%,0.06%,0.12%,,,,,,-0.23%,-0.37%,-0.12%,-0.07%,,,,,,-0.19%,,,-0.23%,-0.37%,-0.13%,-0.07%,,,,,,-0.19%,,,-0.61%,-2.07%,-2.31%,-1.61%,,,,,," 8,329,762,008 "," 4,152,868,988 "," 1,173,713,544 "," 3,003,179,476 ",  ," 366,043,576 "," 123,854,229 "," 36,018,670 "," 206,170,676 ",  ,10/9/2019,0.305%,10/9/2019,0.764%,10/9/2019,1.008%
10/10/2019,-0.00292348%,5.12%,3.43%,3.18%,4.56%,,,,,,5.82%,,,-0.39%,-0.62%,-0.63%,0.05%,,,,,,-0.30%,,,-0.09%,-0.32%,-0.33%,0.35%,,,,,,-0.39%,-0.62%,-0.63%,0.05%,,,,,,-0.30%,,,-0.39%,-0.62%,-0.63%,,,,,,,-0.30%,,,-0.70%,-2.39%,-2.64%,-1.26%,,,,,," 8,410,761,169 "," 4,127,868,346 "," 1,280,844,764 "," 3,002,048,059 ",  ," 327,855,101 "," 98,853,588 "," 23,962,255 "," 205,039,259 ",  ,10/10/2019,0.283%,10/10/2019,0.756%,10/10/2019,1.011%
10/11/2019,-0.00275410%,5.06%,3.25%,2.81%,4.81%,,,,,,5.83%,,,-0.06%,-0.18%,-0.37%,0.25%,,,,,,0.01%,,,-0.07%,-0.20%,-0.39%,0.24%,,,,,,-0.06%,-0.18%,-0.37%,0.25%,,,,,,0.02%,,,-0.06%,-0.18%,-0.37%,,,,,,,,,,-0.77%,-2.58%,-3.03%,-1.02%,,,,,," 8,400,911,832 "," 4,120,561,578 "," 1,272,679,619 "," 3,007,670,636 ",  ," 318,005,764 "," 91,546,820 "," 15,797,109 "," 210,661,835 ",  ,10/11/2019,0.296%,10/11/2019,0.760%,10/11/2019,1.007%
10/14/2019,-0.00246734%,5.19%,3.44%,2.93%,4.86%,,,,,,5.87%,,,0.13%,0.19%,0.12%,0.05%,,,,,,0.04%,,,0.09%,0.15%,0.09%,0.01%,,,,,,0.13%,0.19%,0.13%,0.05%,,,,,,0.04%,,,,,,,,,,,,,,,-0.68%,-2.43%,-2.94%,-1.01%,,,,,," 8,513,137,137 "," 4,153,664,409 "," 1,277,406,874 "," 3,082,065,854 ",  ," 332,962,221 "," 99,118,373 "," 20,524,364 "," 213,319,483 ",  ,10/14/2019,0.305%,10/14/2019,0.762%,10/14/2019,0.998%
10/15/2019,-0.00240558%,5.09%,3.15%,2.92%,4.98%,,,,,,5.75%,,,-0.10%,-0.29%,-0.01%,0.12%,,,,,,-0.12%,,,0.02%,-0.17%,0.11%,0.24%,,,,,,-0.10%,-0.29%,0.00%,0.13%,,,,,,-0.12%,,,-0.10%,-0.29%,-0.01%,,,,,,,-0.12%,,,-0.66%,-2.60%,-2.83%,-0.77%,,,,,," 8,825,798,861 "," 4,253,641,734 "," 1,280,052,630 "," 3,292,104,498 ",  ," 329,680,715 "," 87,989,535 "," 23,170,121 "," 218,521,059 ",  ,10/15/2019,0.282%,10/15/2019,0.759%,10/15/2019,0.997%
10/16/2019,-0.00241684%,5.04%,3.04%,2.78%,5.05%,,,,,,5.75%,,,-0.05%,-0.11%,-0.14%,0.07%,,,,,,0.00%,,,-0.04%,-0.10%,-0.14%,0.08%,,,,,,-0.04%,-0.11%,-0.14%,0.07%,,,,,,0.00%,,,-0.05%,-0.11%,-0.14%,,,,,,,0.00%,,,-0.70%,-2.71%,-2.96%,-0.69%,,,,,," 9,006,416,628 "," 4,249,920,782 "," 1,416,928,993 "," 3,339,566,854 ",  ," 323,627,742 "," 84,268,583 "," 19,072,245 "," 220,286,914 ",  ,10/16/2019,0.279%,10/16/2019,0.760%,10/16/2019,0.998%
10/17/2019,-0.00228570%,5.23%,3.31%,2.95%,5.14%,,,,,,5.79%,,,0.19%,0.27%,0.17%,0.09%,,,,,,0.05%,,,0.14%,0.23%,0.12%,0.04%,,,,,,0.19%,0.28%,0.17%,0.09%,,,,,,0.05%,,,,,,,,,,,,,,,-0.56%,-2.48%,-2.84%,-0.65%,,,,,," 9,006,279,529 "," 4,260,975,662 "," 1,407,668,202 "," 3,337,635,664 ",  ," 323,490,643 "," 95,323,464 "," 9,811,454 "," 218,355,725 ",  ,10/17/2019,0.279%,10/17/2019,0.763%,10/17/2019,1.008%
10/18/2019,-0.00218682%,5.18%,3.16%,3.09%,5.14%,,,,,,5.76%,,,-0.05%,-0.15%,0.14%,0.00%,,,,,,-0.03%,,,-0.02%,-0.12%,0.17%,0.03%,,,,,,-0.05%,-0.15%,0.14%,0.00%,,,,,,-0.03%,,,-0.05%,-0.15%,,0.00%,,,,,,-0.03%,,,-0.58%,-2.60%,-2.67%,-0.63%,,,,,," 8,718,491,287 "," 3,985,845,726 "," 1,405,955,246 "," 3,326,690,315 ",  ," 313,769,500 "," 88,957,703 "," 8,098,498 "," 216,713,299 ",  ,10/18/2019,0.301%,10/18/2019,0.759%,10/18/2019,1.008%
10/21/2019,-0.00223920%,5.05%,2.87%,2.83%,5.25%,,,,,,5.65%,,,-0.14%,-0.29%,-0.26%,0.11%,,,,,,-0.11%,,,-0.02%,-0.18%,-0.15%,0.22%,,,,,,-0.13%,-0.29%,-0.26%,0.11%,,,,,,-0.11%,,,-0.14%,-0.29%,-0.26%,,,,,,,-0.11%,,,-0.60%,-2.78%,-2.83%,-0.40%,,,,,," 8,801,121,852 "," 3,974,772,451 "," 1,466,187,347 "," 3,360,162,054 ",  ," 297,755,048 "," 77,884,429 "," 1,005,194 "," 218,865,425 ",  ,10/21/2019,0.294%,10/21/2019,0.751%,10/21/2019,1.008%
10/22/2019,-0.00214964%,5.25%,3.22%,2.87%,5.35%,,,,,,5.80%,,,0.20%,0.34%,0.05%,0.10%,,,,,,0.15%,,,0.05%,0.19%,-0.11%,-0.05%,,,,,,0.21%,0.34%,0.05%,0.10%,,,,,,0.15%,,,,,,,,,,,,,,,-0.55%,-2.59%,-2.93%,-0.45%,,,,,," 8,936,646,810 "," 3,987,843,058 "," 1,507,145,365 "," 3,441,658,387 ",  ," 321,107,101 "," 90,955,036 "," 6,062,979 "," 224,089,087 ",  ,10/22/2019,0.292%,10/22/2019,0.728%,10/22/2019,1.008%
10/23/2019,-0.00203352%,5.45%,3.52%,3.03%,5.44%,,,,,,5.88%,,,0.20%,0.30%,0.16%,0.09%,,,,,,0.08%,,,0.12%,0.22%,0.08%,0.01%,,,,,,0.20%,0.30%,0.16%,0.09%,,,,,,0.08%,,,,,,,,,,,,,,,-0.43%,-2.37%,-2.85%,-0.44%,,,,,," 8,536,201,920 "," 3,597,913,506 "," 1,512,083,816 "," 3,426,204,597 ",  ," 341,883,324 "," 102,639,923 "," 11,001,430 "," 228,241,971 ",  ,10/23/2019,0.265%,10/23/2019,0.719%,10/23/2019,1.015%
10/24/2019,-0.00209282%,5.59%,3.72%,2.99%,5.58%,,,,,,5.99%,,,0.14%,0.21%,-0.04%,0.15%,,,,,,0.11%,,,0.03%,0.10%,-0.15%,0.04%,,,,,,0.14%,0.21%,-0.04%,0.15%,,,,,,0.11%,,,,,-0.04%,,,,,,,,,,-0.40%,-2.27%,-3.00%,-0.40%,,,,,," 8,689,251,849 "," 3,604,158,511 "," 1,511,166,582 "," 3,573,926,757 ",  ," 352,752,857 "," 109,818,727 "," 10,084,196 "," 232,849,934 ",  ,10/24/2019,0.273%,10/24/2019,0.719%,10/24/2019,1.016%
10/25/2019,-0.00216119%,5.53%,3.49%,2.91%,5.71%,,,,,,5.91%,,,-0.06%,-0.23%,-0.07%,0.13%,,,,,,-0.07%,,,0.02%,-0.15%,0.00%,0.20%,,,,,,-0.05%,-0.23%,-0.07%,0.13%,,,,,,-0.07%,,,-0.06%,-0.23%,-0.07%,,,,,,,-0.07%,,,-0.38%,-2.42%,-3.00%,-0.20%,,,,,," 8,687,433,696 "," 3,596,170,853 "," 1,512,053,097 "," 3,579,209,746 ",  ," 350,934,704 "," 101,831,070 "," 10,970,711 "," 238,132,923 ",  ,10/25/2019,0.273%,10/25/2019,0.708%,10/25/2019,1.010%
10/28/2019,-0.00221168%,5.44%,3.25%,3.06%,5.68%,,,,,,5.82%,,,-0.09%,-0.24%,0.14%,-0.03%,,,,,,-0.09%,,,0.00%,-0.16%,0.23%,0.06%,,,,,,-0.09%,-0.24%,0.15%,-0.03%,,,,,,-0.09%,,,-0.09%,-0.24%,,-0.03%,,,,,,-0.09%,,,-0.38%,-2.58%,-2.77%,-0.14%,,,,,," 8,684,440,863 "," 3,587,842,308 "," 1,516,883,230 "," 3,579,715,325 ",  ," 347,941,871 "," 93,502,524 "," 15,800,844 "," 238,638,502 ",  ,10/28/2019,0.273%,10/28/2019,0.682%,10/28/2019,1.009%
10/29/2019,-0.00207368%,5.38%,3.51%,2.66%,5.44%,,,,,,5.87%,,,-0.06%,0.26%,-0.39%,-0.24%,,,,,,0.05%,,,-0.11%,0.21%,-0.44%,-0.29%,,,,,,-0.06%,0.26%,-0.39%,-0.24%,,,,,,0.05%,,,-0.06%,,-0.39%,-0.24%,,,,,,,,,-0.49%,-2.37%,-3.21%,-0.43%,,,,,," 8,677,644,106 "," 3,596,700,046 "," 1,510,000,306 "," 3,570,943,753 ",  ," 341,145,114 "," 102,360,263 "," 8,917,920 "," 229,866,930 ",  ,10/29/2019,0.273%,10/29/2019,0.692%,10/29/2019,1.015%
10/30/2019,-0.00196923%,5.38%,3.57%,2.97%,5.23%,,,,,,5.87%,,,0.00%,0.06%,0.31%,-0.21%,,,,,,-0.01%,,,0.00%,0.07%,0.31%,-0.21%,,,,,,0.00%,0.07%,0.31%,-0.21%,,,,,,0.00%,,,0.00%,,,-0.21%,,,,,,-0.01%,,,-0.49%,-2.30%,-2.90%,-0.64%,,,,,," 8,674,017,531 "," 3,599,187,264 "," 1,512,101,073 "," 3,562,729,194 ",  ," 337,518,539 "," 104,847,481 "," 11,018,687 "," 221,652,371 ",  ,10/30/2019,0.294%,10/30/2019,0.692%,10/30/2019,1.015%
10/31/2019,-0.00200996%,5.72%,4.14%,3.57%,5.22%,,,,,,6.07%,,,0.34%,0.57%,0.60%,-0.01%,,,,,,0.20%,,,0.14%,0.37%,0.40%,-0.21%,,,,,,0.35%,0.57%,0.60%,-0.01%,,,,,,0.20%,,,,,,-0.01%,,,,,,,,,-0.35%,-1.93%,-2.50%,-0.85%,,,,,," 8,693,956,499 "," 3,618,763,423 "," 1,515,495,311 "," 3,559,697,764 ",  ," 357,457,507 "," 124,423,640 "," 14,412,926 "," 218,620,941 ",  ,10/31/2019,0.282%,10/31/2019,0.679%,10/31/2019,1.025%
11/1/2019,-0.00201513%,5.69%,4.02%,3.58%,5.26%,,,,,,6.05%,,,-0.03%,-0.12%,0.01%,0.04%,,,,,,-0.01%,,,-0.02%,-0.10%,0.02%,0.05%,,,,,,-0.03%,-0.12%,0.01%,0.04%,,,,,,-0.01%,,,-0.03%,-0.12%,0.01%,,,,,,,-0.01%,,,-0.37%,-2.03%,-2.48%,-0.79%,,,,,," 8,695,911,708 "," 3,614,810,102 "," 1,518,537,026 "," 3,562,564,580 ",  ," 359,412,716 "," 120,470,319 "," 17,454,640 "," 221,487,757 ",  ,11/1/2019,0.313%,11/1/2019,0.680%,11/1/2019,1.025%
11/4/2019,-0.00220477%,5.63%,3.83%,3.19%,5.49%,,,,,,6.05%,,,-0.05%,-0.19%,-0.38%,0.23%,,,,,,-0.01%,,,-0.05%,-0.18%,-0.38%,0.24%,,,,,,-0.05%,-0.19%,-0.38%,0.23%,,,,,,-0.01%,,,-0.05%,-0.19%,-0.38%,,,,,,,-0.01%,,,-0.41%,-2.22%,-2.85%,-0.56%,,,,,," 8,878,419,999 "," 3,605,314,607 "," 1,509,253,041 "," 3,763,852,351 ",  ," 349,166,302 "," 113,851,081 "," 8,170,655 "," 227,144,566 ",  ,11/4/2019,0.314%,11/4/2019,0.682%,11/4/2019,1.026%
